X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
-118.105728056269,34.1212229669234,57951,211,,Public Safety,Sheriff and Police Stations,Police Stations,ci.san-marino.ca.us/city/pub_services/police.html,City Of San Marino Police Department,2200 Huntington Dr.,,San Marino,CA,"Monday through Sunday, 24 hours per day. ",Direct Dispatch - Emergency and Non-Emergency Number Service/Intake (626) 300-0720,,ci.san-marino.ca.us/city/pub_services/police.html,,,59405,The department provides law enforcement services for the city of San Marino.,91108,http://egis3.lacounty.gov/lms/?p=59405,publish,34.121223,-118.105728,2013/06/01 11:50:56+00,,6529670.44250688,1866512.58450848
-118.058441056567,34.1615879667393,57952,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.cityofsierramadre.com/departments,City Of Sierra Madre Police Department,242 W. Sierra Madre Blvd.,,Sierra Madre,CA,,"Direct Dispatch - Emergency and Non-Emergency Number Service/Intake (626) 355-1414,  FAX (626) 355-5468",,www.cityofsierramadre.com/departments,,,59406,The department provides law enforcement services for the city of Sierra Madre.,91024,http://egis3.lacounty.gov/lms/?p=59406,publish,34.161588,-118.058441,2013/06/01 11:50:56+00,,6543990.9745613,1881190.45869598
-118.172449756576,33.806860367179,57953,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.signalhillpd.org,City Of Signal Hill Police Department,2745 Walnut Ave,,Signal Hill,CA,"Monday through Sunday, 24 hours per day. ","Administrative Secretary Service/Intake and Administration (562) 989-7205, Records Service/Intake (562) 989-7200, Direct Dispatch - Emergency Number Emergency (562) 989-7201, Dispatcher - Non Emergency Service/Intake (562) 989-7200, Watch Commander Servic",,www.signalhillpd.org,,,59407,The department provides law enforcement services for the city of Signal Hill.,90755,http://egis3.lacounty.gov/lms/?p=59407,publish,33.8068604,-118.1724497,2016/03/16 16:50:28+00,,6509280.04398331,1752137.2696244
-118.152391056126,34.1159549664276,57954,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.ci.south-pasadena.ca.us/police,City Of South Pasadena Police Department,1422 Mission St.,,South Pasadena,CA,"Monday through Sunday, 24 hours per day. ","FAX (626) 403-7271, Direct Dispatch - Emergency Number Emergency (626) 403-7297,  Service/Intake (626) 403-7270,  TDD (626) 441-1191",,www.ci.south-pasadena.ca.us/police,,,59408,The department provides law enforcement services for the city of South Pasadena.,91030,http://egis3.lacounty.gov/lms/?p=59408,publish,34.115955,-118.152391,2013/06/01 11:50:56+00,,6515544.41203196,1864613.59650856
-118.231440056182,34.0049389674122,57955,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.cityofvernon.org/departments/police/police.htm,City Of Vernon Police Department,4305 S. Santa Fe Ave.,,Vernon,CA,"Monday through Sunday, 24 hours per day. ","Emergency - Dispatch Emergency (323) 587-8135, Business Line Service/Intake (323) 587-5171",,www.cityofvernon.org/departments/police/police.htm,,,59409,The department provides law enforcement services for the city of Vernon.,90058,http://egis3.lacounty.gov/lms/?p=59409,publish,34.004939,-118.23144,2013/06/01 11:50:56+00,,6491524.76715797,1824258.51350498
-117.938079056651,34.07202296719,57956,211,,Public Safety,Sheriff and Police Stations,Police Stations,NULL,City Of West Covina Police Department,1444 W. Garvey Ave.,,West Covina,CA,"Monday through Sunday, 24 hours per day. ","Direct Dispatch - Emergency and Non-Emergency Number Service/Intake and Administration (626) 939-8500, 24-hr Crime Hotline Hotline/Talkline/Warmline (626) 939-8688, Desk Officer Service/Intake (626) 939-8557, Graffiti hotline Service/Intake (626) 939-8780",,NULL,,,59410,"The department provides law enforcement, disaster services, domestic violence services and crime victim services for the city of West Covina.",91790,http://egis3.lacounty.gov/lms/?p=59410,publish,34.072023,-117.938079,2013/06/01 11:50:56+00,,6580422.5158713,1848596.72926414
-118.144849057001,34.1492159665705,57957,211,,Public Safety,Sheriff and Police Stations,Police Stations,http://www.ci.pasadena.ca.us/Police/,City Of Pasadena Police Department,207 N. Garfield Ave.,,Pasadena,CA,"Monday through Sunday, 24 hours per day. ","Watch Commander Service/Intake (626) 744-4620, Service Area Message Center Service/Intake (626) 744-6501, Volunteer Coordinator Service/Intake (626) 744-7652, Photo Red Light Service/Intake (626) 744-7595, Detectives/Criminal Investigations Service/Intake",,http://www.ci.pasadena.ca.us/Police/,,,59411,"The department provides law enforcement, mental health services, and youth services for the city of Pasadena.",91101,http://egis3.lacounty.gov/lms/?p=59411,publish,34.149216,-118.144849,2013/06/01 11:50:56+00,,6517844.67514797,1876714.49881589
-118.205232055819,33.955690967543,58168,211,,Public Safety,Sheriff and Police Stations,Police Stations,www.cityofsouthgate.org,City Of South Gate Police Department,8620 California Ave.,,South Gate,CA,"Monday through Friday, 9:00am to 5:00pm; Saturday and Sunday, 10:00am to 2:00pm. ","Jail Info Service/Intake (323) 563-5410, Crime Prevention Service/Intake (323) 563-5461, Direct Dispatch - Emergency Number Emergency (323) 563-5436,  Administrative (323) 563-5408, General Non-Emergency Service/Intake (323) 563-5400, Emergency Peparednes",,www.cityofsouthgate.org,,,59670,The department provides safety programs and law enforcement services for the city of South Gate.,90280,http://egis3.lacounty.gov/lms/?p=59670,publish,33.955691,-118.205232,2013/06/01 11:50:56+00,,6499431.36617413,1806318.91618215
-118.409282025682,33.8869563575016,58867,211,,Public Safety,Sheriff and Police Stations,Police Stations,City of Manhattan Beach,Manhattan Beach Police Department,420 15th St,,Manhattan Beach,CA,"Monday, Wednesday, Friday, 8:30am to 5:00pm; Tuesday, Thursday, 8:30am to 7:00pm.","Victim Assistance Service/Intake (310) 802-5185, Animal Control Service/Intake and Administration (310) 802-5159, Direct Dispatch - Emergency and Non Emergency Number Service/Intake (310) 545-4566, Business Number Administrative (310) 802-5140,  FAX (310)",,www.citymb.info,,,60213,The police department provides law enforcement services for the city of Manhattan Beach.,90266,http://egis3.lacounty.gov/lms/?p=60213,publish,33.88695639,-118.40928197,2013/05/29 12:14:19+00,,6437449.27229081,1781494.18958497
-118.383608056266,34.0837569668966,61770,LA County Sheriff,1015579029,Public Safety,Sheriff and Police Stations,Sheriff Stations,West Hollywood Sheriff Station,West Hollywood Sheriff Station,780 No. San Vicente Blvd.,,West Hollywood,CA,"The station is open 24 hours a day, seven days a week, however, administrative and detective personnel primarily work weekdays during normal business hours. 
",(310) 855-8850,,http://www.lasdhq.org/stations/for2/westh-ucity/index.html,,,67665,"West Hollywood Station provides law enforcement services for the City of West Hollywood and the unincorporated Universal City Walk. The City is approximately 1.9 square miles in size and has a diverse demographic makeup. The total residential population is just over 37,000, however, the nighttime and weekend population swells to between 80,000 and 100,000, with a high of up to 500,000 during major events such as Halloween or the Gay &amp; Lesbian Pride Parade.",90069,http://egis3.lacounty.gov/lms/?p=67665,publish,34.083757,-118.383608,2015/05/04 14:38:04+00,Active,6445514.85524097,1853082.8177329
-118.351130956032,34.1356427668125,61771,LA County Sheriff,,Public Safety,Sheriff and Police Stations,Sheriff Stations,Universal Citywalk Substation,Universal Citywalk Substation,"1000 Universal Studios Blvd., Bldg. 4505M",,Universal City,CA,,(818) 622-9580,,http://www.lasdhq.org/stations/for2/westh-ucity/universal_citywalk.html,,,67672,"Universal City is a one square mile island of unincorporated Los Angeles County, surrounded by the City of Los Angeles. It contains an entertainment theme park (Universal Studios-Hollywood), a complete motion picture and television production studio complex, a six thousand five hundred seat Amphitheater (Universal Amphitheater), an eighteen screen cinema (Universal Studios Cinemas), and a large restaurant and shopping district theme mall (CityWalk). The average daily population is approximately fifty thousand. The Los Angeles County Sheriff's Department provides law enforcement services to Universal City from a Sub-Station located within the CityWalk Theme Mall.

Staffing for the substation consists of 1-Lieutenant, 2-Sergeants, 1-Detective, 1-Team leader, 12 Deputies and is manned 24 hours a day by Deputy and Security personnel.",91608,http://egis3.lacounty.gov/lms/?p=67672,publish,34.1356428,-118.3511309,2012/02/14 11:09:08+00,,6455414.75145164,1871928.97131348
-117.801680057188,34.1047718672243,61772,LA County Sheriff,,Public Safety,Sheriff and Police Stations,Sheriff Stations,San Dimas Sheriff's Station,San Dimas Sheriff Station,270 So. Walnut Ave. ,,San Dimas ,CA,"The station is open 24 hours a day, seven days a week, however, administrative and detective personnel primarily work weekdays during normal business hours. 
","(909)450-2700 or

(626) 332-1184 (non-emergency)",,http://www.lasdhq.org/stations/for3/sandimas/index.html,,,67676,"San Dimas Sheriff's Station is located in the eastern portion of Los Angeles County, adjacent to the cities of La Verne and Pomona. The station serves the City of San Dimas and the unincorporated communities of Covina, Azusa , Glendora, La Verne, and Claremont. The station also provides law enforcement for the Azusa Canyon and Mount Baldy areas of the Angeles National Forest (State Route 39).",91773-2646,http://egis3.lacounty.gov/lms/?p=67676,publish,34.1047719,-117.80168,2013/06/04 13:41:54+00,,6621706.10915697,1860568.12428457
-117.834311946894,34.0288558075313,61773,LA County Sheriff,1015579020,Public Safety,Sheriff and Police Stations,Sheriff Stations,,Walnut/Diamond Bar Sheriff Station,21695 Valley Blvd.,,Walnut,CA,"The station is open 24 hours a day, seven days a week, however, administrative and detective personnel primarily work weekdays during normal business hours.","(626) 913-1715 or 

(909) 595-2264",,http://www.lasdhq.org/stations/for3/wlnt-dbar/index.html,,,67682,"Walnut/Diamond Bar Station is spread out over 45.2 miles, encompassing the contract cities of Diamond Bar and Walnut, and the unincorporated area of Rowland Heights. We provide police services, including all patrol, investigative and custodial operations, to more than 148,000 residents.",91789,http://egis3.lacounty.gov/lms/?p=67682,publish,34.02885584,-117.83431189,2015/05/04 14:38:56+00,,6611873.27678855,1832922.96074298
-118.354822656154,33.9630842166689,62514,211,,Public Safety,Sheriff and Police Stations,Police Stations,,City Of Inglewood Police Department,1 W Manchester Blvd,,Inglewood,CA,"Monday through Sunday, 24 hours per day. ","Front Desk Service/Intake (310) 412-5211, Direct Dispatch - Emergency and Non-Emergency Number Service/Intake (310) 412-8771, Administration Administrative (310) 412-5200, Community Affairs Service/Intake (310) 412-5530",,www.inglewoodpd.org/,,,70257,The agency provides law enforcement services for the city of Inglewood.,90301,http://egis3.lacounty.gov/lms/?p=70257,publish,33.96308425,-118.3548226,2010/11/01 11:50:56+00,,6454075.94212139,1809135.84099448
-118.188792856005,33.9795200973369,62519,211,,Public Safety,Sheriff and Police Stations,Police Stations,,City Of Bell Police Department,6326 Pine Ave,,Bell,CA,"Monday through Sunday, 24 hours per day. ","Bell Anonymous Tip Line Service/Intake (323) 923-2655,  FAX (323) 562-0410, Direct Dispatch - 24-Hours - Emergency Number Service/Intake (323) 585-1245,  Service/Intake and Administration (323) 588-6211",,www.cityofbell.org,,,70258,The department provides law enforcement services for the city of Bell.,90201,http://egis3.lacounty.gov/lms/?p=70258,publish,33.97952013,-118.1887928,2010/11/01 11:50:56+00,,6504433.02382173,1814981.05830665
-117.801680557183,34.1047721673532,62834,211,,Public Safety,Sheriff and Police Stations,Sheriff Stations,,Los Angeles County Sheriff - San Dimas Station,270 S Walnut Ave,,San Dimas,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake (909) 450-2700,  Service/Intake (909) 599-1261, Non-Emergency Service/Intake (626) 332-1184",,www.lasd.org,,,70425,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",91773,http://egis3.lacounty.gov/lms/?p=70425,publish,34.1047722,-117.8016805,2010/11/01 11:50:56+00,,6621705.95758247,1860568.23320822
-118.233460256515,34.0549713773292,62838,211,,Public Safety,Sheriff and Police Stations,Sheriff Stations,,Los Angeles County Sheriff - Metro Transit Services Bureau,1 Gateway Plaza Dr,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake and Administration (323) 563-5000,,www.lasd.org,,,70426,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",90012,http://egis3.lacounty.gov/lms/?p=70426,publish,34.05497141,-118.2334602,2010/11/01 11:50:56+00,,6490954.76796989,1842467.66868764
-118.308467456068,34.1828521164954,63335,211,,Public Safety,Sheriff and Police Stations,Police Stations,,City Of Burbank Police Department,200 N 3Rd St,,Burbank,CA,"Monday through Sunday, 24 hours per day. ","Direct Dispatch - Emergency Number Service/Intake (818) 238-3000, Business Calls Service/Intake (818) 238-3130,  Information Only (818) 238-3333, Vice/Narcotics Service/Intake (818) 238-3280, Jail Information Service/Intake (818) 238-3010, Traffic Bureau ",,www.ci.burbank.ca.us/police,,,70634,The department provides law enforcement services for the city of Burbank.,91502,http://egis3.lacounty.gov/lms/?p=70634,publish,34.18285215,-118.3084674,2010/11/01 11:50:56+00,,6468377.81443623,1889066.87404548
-118.490387456335,34.0129445469276,63731,211,,Public Safety,Sheriff and Police Stations,Police Stations,,City Of Santa Monica Fire Department,333 Olympic Blvd,2nd Fl.,Santa Monica,CA,"Monday through Sunday, 24 hours pe day.  Administrative hours are Monday through Thursday, 7:30am to 5:30pm; Friday, 8:00am to 5:00pm. ","Fire Prevention Service/Intake (310) 458-8915,  Service/Intake and Administration (310) 458-8652, Non-Emergency Dispatch Service/Intake and Administration (310) 458-8660, Administrative FAX (310) 458-8650",,santamonicafire.org/,,,70807,The fire department is responsible for providing fire and rescue services for residences and businesses that are located within Santa Monica city limits.,90401,http://egis3.lacounty.gov/lms/?p=70807,publish,34.01294458,-118.4903874,2010/11/01 11:50:56+00,,6413056.84666631,1827453.66525115
-117.93884565744,34.0713825370325,63909,211,,Public Safety,Sheriff and Police Stations,Police Stations,,City Of West Covina Fire Department,1444 W Garvey Ave S,,West Covina,CA,"Monday through Sunday, 24 hours per day. ","24 hour dispatch Emergency (626) 939-8500,  Service/Intake and Administration (626) 939-8824",,www.westcovina.org/cityhall/fire/default.asp,,,70897,The department provides fire and rescue services for people of all ages in West Covina.,91790,http://egis3.lacounty.gov/lms/?p=70897,publish,34.07138257,-117.9388456,2010/11/01 11:50:56+00,,6580190.49993114,1848363.52238148
-118.410282256291,33.888130217303,63927,211,,Public Safety,Sheriff and Police Stations,Police Stations,,City Of Manhattan Beach Fire Department,400 15Th Pl,,Manhattan Beach,CA,The site is closed from 12:00 noon to 1:00pm. ,"FAX (310) 802-5201,  Administrative (310) 802-5203, Fire Dispatch Emergency (310) 545-5679, Main Line - 24 hrs. Service/Intake (310) 802-5200",,www.citymb.info,,,70904,The department provides fire and rescue and safe haven services for the city of Manhattan Beach.,90266,http://egis3.lacounty.gov/lms/?p=70904,publish,33.88813025,-118.4102822,2010/11/01 11:50:56+00,,6437147.43792072,1781922.61917432
-118.127655056875,33.940914787323,64198,211,,Public Safety,Sheriff and Police Stations,Police Stations,,City Of Downey Police Department,10911 Brookshire Ave,,Downey,CA,"Monday through Sunday, 24 hours per day. ","FAX (562) 904-2384, Direct Dispatch - Emergency and Non-Emergency Service/Intake (562) 861-0771, Direct Dispatch - Emergency Number for Agencies Only Service/Intake (562) 904-2363",,www.downeyca.org/,,,71048,The department provides law enforcement services for the city of Downey.,90241,http://egis3.lacounty.gov/lms/?p=71048,publish,33.94091482,-118.127655,2010/11/01 11:50:56+00,,6522950.63803314,1800902.59040065
